wavelength_nm,power_dBm,taper_length_um,taper_id,timestamp
1500.0,-25.14786921469224,20,taper_20um,2025-10-04T21:40:18.842205
1500.5,-25.1186223097014,20,taper_20um,2025-10-04T21:40:18.842205
1501.0,-25.0687488481693,20,taper_20um,2025-10-04T21:40:18.842205
1501.5,-25.034624783462935,20,taper_20um,2025-10-04T21:40:18.842205
1502.0,-25.122034259605083,20,taper_20um,2025-10-04T21:40:18.842205
1502.5,-25.167449831419223,20,taper_20um,2025-10-04T21:40:18.842205
1503.0,-25.056500040011947,20,taper_20um,2025-10-04T21:40:18.842205
1503.5,-25.026753671352594,20,taper_20um,2025-10-04T21:40:18.842205
1504.0,-25.153713894137965,20,taper_20um,2025-10-04T21:40:18.842205
1504.5,-25.167954318546336,20,taper_20um,2025-10-04T21:40:18.842205
1505.0,-24.944843689762436,20,taper_20um,2025-10-04T21:40:18.842205
1505.5,-25.12665802165821,20,taper_20um,2025-10-04T21:40:18.842205
1506.0,-25.104356596004557,20,taper_20um,2025-10-04T21:40:18.842205
1506.5,-25.016288348028127,20,taper_20um,2025-10-04T21:40:18.842205
1507.0,-24.983211903787772,20,taper_20um,2025-10-04T21:40:18.842205
1507.5,-25.361612276477135,20,taper_20um,2025-10-04T21:40:18.842205
1508.0,-25.165189902482584,20,taper_20um,2025-10-04T21:40:18.842205
1508.5,-25.09049374883167,20,taper_20um,2025-10-04T21:40:18.842205
1509.0,-25.058067653411968,20,taper_20um,2025-10-04T21:40:18.842205
1509.5,-25.155735137459565,20,taper_20um,2025-10-04T21:40:18.842205
1510.0,-25.107560327016046,20,taper_20um,2025-10-04T21:40:18.842205
1510.5,-24.892894112169376,20,taper_20um,2025-10-04T21:40:18.842205
1511.0,-25.11883153116836,20,taper_20um,2025-10-04T21:40:18.842205
1511.5,-25.202714466924256,20,taper_20um,2025-10-04T21:40:18.842205
1512.0,-25.092886072133027,20,taper_20um,2025-10-04T21:40:18.842205
1512.5,-25.099680197107503,20,taper_20um,2025-10-04T21:40:18.842205
1513.0,-24.99668632557616,20,taper_20um,2025-10-04T21:40:18.842205
1513.5,-25.140743900144273,20,taper_20um,2025-10-04T21:40:18.842205
1514.0,-25.098090882408112,20,taper_20um,2025-10-04T21:40:18.842205
1514.5,-25.026916575523117,20,taper_20um,2025-10-04T21:40:18.842205
1515.0,-25.102722959794473,20,taper_20um,2025-10-04T21:40:18.842205
1515.5,-25.00690605285876,20,taper_20um,2025-10-04T21:40:18.842205
1516.0,-24.976955423058907,20,taper_20um,2025-10-04T21:40:18.842205
1516.5,-25.20850532458853,20,taper_20um,2025-10-04T21:40:18.842205
1517.0,-24.955802179125445,20,taper_20um,2025-10-04T21:40:18.842205
1517.5,-25.128460770475762,20,taper_20um,2025-10-04T21:40:18.842205
1518.0,-25.06293678310015,20,taper_20um,2025-10-04T21:40:18.842205
1518.5,-24.993917508356596,20,taper_20um,2025-10-04T21:40:18.842205
1519.0,-25.161697838009122,20,taper_20um,2025-10-04T21:40:18.842205
1519.5,-24.970680409014435,20,taper_20um,2025-10-04T21:40:18.842205
1520.0,-25.15903778574769,20,taper_20um,2025-10-04T21:40:18.842205
1520.5,-24.973333137073343,20,taper_20um,2025-10-04T21:40:18.842205
1521.0,-25.185182375276774,20,taper_20um,2025-10-04T21:40:18.842205
1521.5,-25.148420308666502,20,taper_20um,2025-10-04T21:40:18.842205
1522.0,-25.067024323011733,20,taper_20um,2025-10-04T21:40:18.842205
1522.5,-25.011453389004977,20,taper_20um,2025-10-04T21:40:18.842205
1523.0,-25.245174881699803,20,taper_20um,2025-10-04T21:40:18.842205
1523.5,-25.105342700303563,20,taper_20um,2025-10-04T21:40:18.842205
1524.0,-24.992400348373078,20,taper_20um,2025-10-04T21:40:18.842205
1524.5,-25.00073363856157,20,taper_20um,2025-10-04T21:40:18.842205
1525.0,-25.198371631820788,20,taper_20um,2025-10-04T21:40:18.842205
1525.5,-25.03430086802284,20,taper_20um,2025-10-04T21:40:18.842205
1526.0,-25.106379220479436,20,taper_20um,2025-10-04T21:40:18.842205
1526.5,-25.035453069846465,20,taper_20um,2025-10-04T21:40:18.842205
1527.0,-25.01050422401272,20,taper_20um,2025-10-04T21:40:18.842205
1527.5,-25.132575115918964,20,taper_20um,2025-10-04T21:40:18.842205
1528.0,-25.01281386125325,20,taper_20um,2025-10-04T21:40:18.842205
1528.5,-25.185632802098525,20,taper_20um,2025-10-04T21:40:18.842205
1529.0,-25.12347495304042,20,taper_20um,2025-10-04T21:40:18.842205
1529.5,-25.12930317358237,20,taper_20um,2025-10-04T21:40:18.842205
1530.0,-25.061520396378636,20,taper_20um,2025-10-04T21:40:18.842205
1530.5,-25.08511821291872,20,taper_20um,2025-10-04T21:40:18.842205
1531.0,-24.936191475050386,20,taper_20um,2025-10-04T21:40:18.842205
1531.5,-25.126402747982567,20,taper_20um,2025-10-04T21:40:18.842205
1532.0,-25.00506068186094,20,taper_20um,2025-10-04T21:40:18.842205
1532.5,-25.11252349874854,20,taper_20um,2025-10-04T21:40:18.842205
1533.0,-24.959502538859773,20,taper_20um,2025-10-04T21:40:18.842205
1533.5,-25.109323111287438,20,taper_20um,2025-10-04T21:40:18.842205
1534.0,-25.11111591280734,20,taper_20um,2025-10-04T21:40:18.842205
1534.5,-24.965797785717687,20,taper_20um,2025-10-04T21:40:18.842205
1535.0,-24.924401674559185,20,taper_20um,2025-10-04T21:40:18.842205
1535.5,-25.067761808256172,20,taper_20um,2025-10-04T21:40:18.842205
1536.0,-25.020644528183638,20,taper_20um,2025-10-04T21:40:18.842205
1536.5,-25.007984146256312,20,taper_20um,2025-10-04T21:40:18.842205
1537.0,-25.284573355851922,20,taper_20um,2025-10-04T21:40:18.842205
1537.5,-25.162276797769493,20,taper_20um,2025-10-04T21:40:18.842205
1538.0,-25.278849594825868,20,taper_20um,2025-10-04T21:40:18.842205
1538.5,-25.248593691115236,20,taper_20um,2025-10-04T21:40:18.842205
1539.0,-25.115490043519014,20,taper_20um,2025-10-04T21:40:18.842205
1539.5,-25.179642762151616,20,taper_20um,2025-10-04T21:40:18.842205
1540.0,-25.184030562431353,20,taper_20um,2025-10-04T21:40:18.842205
1540.5,-25.26416459345534,20,taper_20um,2025-10-04T21:40:18.842205
1541.0,-25.21789815665447,20,taper_20um,2025-10-04T21:40:18.842205
1541.5,-25.019593958601074,20,taper_20um,2025-10-04T21:40:18.842205
1542.0,-25.10247890556885,20,taper_20um,2025-10-04T21:40:18.842205
1542.5,-25.08718896784243,20,taper_20um,2025-10-04T21:40:18.842205
1543.0,-24.83017754838795,20,taper_20um,2025-10-04T21:40:18.842205
1543.5,-24.93909917650594,20,taper_20um,2025-10-04T21:40:18.842205
1544.0,-25.181538391406022,20,taper_20um,2025-10-04T21:40:18.842205
1544.5,-25.29420301684936,20,taper_20um,2025-10-04T21:40:18.842205
1545.0,-25.084275452509345,20,taper_20um,2025-10-04T21:40:18.842205
1545.5,-25.30566358705246,20,taper_20um,2025-10-04T21:40:18.842205
1546.0,-25.01611589832554,20,taper_20um,2025-10-04T21:40:18.842205
1546.5,-25.106626420809548,20,taper_20um,2025-10-04T21:40:18.842205
1547.0,-25.15615447071315,20,taper_20um,2025-10-04T21:40:18.842205
1547.5,-25.05343667417782,20,taper_20um,2025-10-04T21:40:18.842205
1548.0,-25.243526224291223,20,taper_20um,2025-10-04T21:40:18.842205
1548.5,-25.092617633565016,20,taper_20um,2025-10-04T21:40:18.842205
1549.0,-25.3487418154854,20,taper_20um,2025-10-04T21:40:18.842205
1549.5,-25.170478177700616,20,taper_20um,2025-10-04T21:40:18.842205
1550.0,-25.004753827037902,20,taper_20um,2025-10-04T21:40:18.842205
1550.5,-25.125422388720153,20,taper_20um,2025-10-04T21:40:18.842205
1551.0,-25.220702857162117,20,taper_20um,2025-10-04T21:40:18.842205
1551.5,-25.169035386972524,20,taper_20um,2025-10-04T21:40:18.842205
1552.0,-25.01575278382915,20,taper_20um,2025-10-04T21:40:18.842205
1552.5,-24.963620236669907,20,taper_20um,2025-10-04T21:40:18.842205
1553.0,-25.24662879996348,20,taper_20um,2025-10-04T21:40:18.842205
1553.5,-25.104247735620373,20,taper_20um,2025-10-04T21:40:18.842205
1554.0,-25.1078167284289,20,taper_20um,2025-10-04T21:40:18.842205
1554.5,-25.013251340788468,20,taper_20um,2025-10-04T21:40:18.842205
1555.0,-25.042123256302286,20,taper_20um,2025-10-04T21:40:18.842205
1555.5,-25.034470011448356,20,taper_20um,2025-10-04T21:40:18.842205
1556.0,-25.055046778803447,20,taper_20um,2025-10-04T21:40:18.842205
1556.5,-25.090729810335826,20,taper_20um,2025-10-04T21:40:18.842205
